train_loss, test_loss, epoch
287.1195068359375,322.56085205078125,0
202.9356689453125,295.85003662109375,1
175.96511840820312,234.3011932373047,2
160.7896728515625,197.20407104492188,3
146.5257110595703,198.8058624267578,4
137.49111938476562,152.83233642578125,5
130.19973754882812,164.9773406982422,6
121.6078872680664,194.05860900878906,7
117.0535888671875,177.14784240722656,8
110.74120330810547,175.9085693359375,9
105.43712615966797,147.94679260253906,10
102.51347351074219,140.7454833984375,11
97.5024642944336,160.68934631347656,12
90.8753890991211,166.40725708007812,13
89.31768035888672,117.92695617675781,14
85.76953887939453,117.90385437011719,15
81.67936706542969,125.1992416381836,16
79.82494354248047,103.62319946289062,17
77.47900390625,124.86067962646484,18
75.08538055419922,138.63157653808594,19
72.30111694335938,129.79000854492188,20
69.13455200195312,115.75299072265625,21
67.56613159179688,101.62311553955078,22
65.69690704345703,110.48851776123047,23
64.84378814697266,95.25511932373047,24
63.75783920288086,140.7679901123047,25
60.859580993652344,123.43389892578125,26
58.249794006347656,107.20176696777344,27
57.12583923339844,102.22763061523438,28
56.2343635559082,109.09716796875,29
54.1420783996582,103.97822570800781,30
52.80038070678711,86.94442749023438,31
52.192039489746094,104.71233367919922,32
49.61343765258789,98.35371398925781,33
48.152565002441406,132.62791442871094,34
48.277164459228516,101.72930145263672,35
45.047550201416016,91.66966247558594,36
45.0855712890625,119.31583404541016,37
43.81722640991211,103.37091827392578,38
43.49079895019531,98.97942352294922,39
41.26137924194336,100.61453247070312,40
41.52884292602539,92.54258728027344,41
39.46965408325195,83.45816040039062,42
38.892974853515625,111.52232360839844,43
37.886993408203125,93.7288589477539,44
38.1793098449707,124.91998291015625,45
37.68398666381836,95.39422607421875,46
35.37022399902344,88.35154724121094,47
35.30500793457031,87.61647033691406,48
35.31196975708008,92.28813171386719,49
33.67758560180664,96.37093353271484,50
33.73633575439453,94.28994750976562,51
32.86672592163086,103.55426788330078,52
32.68136215209961,91.28083801269531,53
32.180015563964844,92.25273895263672,54
31.298181533813477,96.77154541015625,55
30.881166458129883,88.89067840576172,56
29.71466827392578,98.91300201416016,57
29.5539608001709,86.96121215820312,58
29.630449295043945,93.26914978027344,59
28.01951026916504,86.09984588623047,60
28.755765914916992,87.5472183227539,61
28.283334732055664,93.4495849609375,62
27.8214054107666,83.21417999267578,63
26.972803115844727,92.9945068359375,64
26.708276748657227,82.80278015136719,65
26.793149948120117,89.83019256591797,66
26.499643325805664,88.17329406738281,67
25.796072006225586,85.17938995361328,68
25.82626724243164,104.99401092529297,69
26.524002075195312,88.3132095336914,70
25.346817016601562,87.94563293457031,71
24.93592071533203,87.10845947265625,72
25.026147842407227,83.52794647216797,73
25.132953643798828,81.49273681640625,74
24.0804386138916,85.19491577148438,75
23.58420181274414,87.40746307373047,76
23.658811569213867,90.0748062133789,77
23.276689529418945,91.6614761352539,78
23.13983726501465,91.74822998046875,79
23.003032684326172,98.18186950683594,80
23.060951232910156,90.56358337402344,81
22.256004333496094,98.4094467163086,82
21.99143409729004,78.89539337158203,83
21.939348220825195,99.37162780761719,84
22.298646926879883,88.65296936035156,85
21.84945297241211,92.02603149414062,86
21.839048385620117,76.34737396240234,87
21.730403900146484,87.78865814208984,88
21.26318359375,79.49134826660156,89
20.99976921081543,87.0517578125,90
20.728782653808594,90.40043640136719,91
20.579978942871094,82.29366302490234,92
21.079669952392578,96.79739379882812,93
20.589374542236328,86.53543090820312,94
20.254823684692383,91.85286712646484,95
20.544822692871094,78.08979797363281,96
19.660537719726562,78.65042877197266,97
20.37713050842285,79.3279800415039,98
19.455787658691406,86.16609191894531,99
19.406822204589844,82.13101196289062,100
19.166709899902344,77.07707977294922,100
19.077329635620117,80.2269515991211,101
18.7462215423584,78.65894317626953,102
19.0815486907959,94.56645202636719,103
18.84354591369629,82.21479034423828,104
18.592117309570312,85.49703979492188,105
19.07549285888672,86.02346801757812,106
18.87186622619629,82.55066680908203,107
18.795398712158203,86.33283233642578,108
18.10763168334961,78.77774810791016,109
18.14678192138672,80.96350860595703,110
18.231956481933594,84.97982025146484,111
18.42181968688965,83.2476806640625,112
18.3911075592041,86.4881820678711,113
18.257349014282227,86.735595703125,114
17.841411590576172,86.40399169921875,115
17.867202758789062,78.52146911621094,116
17.930212020874023,78.52001953125,117
17.642724990844727,76.568603515625,118
17.458959579467773,83.34667205810547,119
17.839866638183594,85.9775619506836,120
17.198471069335938,75.11587524414062,121
17.288833618164062,104.15054321289062,122
17.476547241210938,78.21958923339844,123
16.723201751708984,81.69812774658203,124
16.897329330444336,81.0111312866211,125
16.866186141967773,82.02901458740234,126
16.705738067626953,87.39414978027344,127
16.672273635864258,81.78144073486328,128
16.479272842407227,83.71866607666016,129
16.95564842224121,82.11164855957031,130
16.1387996673584,88.99931335449219,131
16.162132263183594,82.33856201171875,132
16.601049423217773,83.43710327148438,133
16.561824798583984,78.96400451660156,134
16.19798469543457,96.73937225341797,135
16.56650733947754,80.87287902832031,136
16.182363510131836,79.95763397216797,137
16.011577606201172,86.71414947509766,138
15.905158042907715,83.93915557861328,139
15.608046531677246,84.31385040283203,140
16.027172088623047,87.35563659667969,141
15.79423999786377,77.51412963867188,142
15.914719581604004,78.67938995361328,143
15.947744369506836,78.83098602294922,144
16.24886131286621,85.67192840576172,145
15.952868461608887,79.35094451904297,146
15.767155647277832,79.06925201416016,147
15.763627052307129,84.23623657226562,148
15.509138107299805,83.2545166015625,149
15.833290100097656,83.99742889404297,150
15.20541000366211,79.28058624267578,151
15.20102310180664,81.75560760498047,152
14.968740463256836,85.87104034423828,153
14.848151206970215,80.39363098144531,154
14.948871612548828,82.99552154541016,155
14.978251457214355,76.58633422851562,156
14.662917137145996,76.4952392578125,157
14.951857566833496,82.0108642578125,158
14.636662483215332,81.36148834228516,159
15.581123352050781,91.74971008300781,160
15.134167671203613,78.50688934326172,161
14.74584674835205,79.17393493652344,162
14.928849220275879,76.55572509765625,163
14.919096946716309,82.26544189453125,164
15.186483383178711,82.42678833007812,165
14.694921493530273,82.42306518554688,166
14.812077522277832,73.35100555419922,167
14.645709991455078,92.0513916015625,168
14.887399673461914,82.24740600585938,169
14.573104858398438,78.6072769165039,170
14.334696769714355,74.76805877685547,171
14.48742389678955,84.1302719116211,172
14.447578430175781,78.2754898071289,173
13.98413372039795,77.99801635742188,174
14.353019714355469,79.31755828857422,175
14.352340698242188,79.20006561279297,176
14.057558059692383,80.58364868164062,177
14.2099609375,75.02288055419922,178
14.272110939025879,81.9306411743164,179
14.197970390319824,80.47533416748047,180
14.321396827697754,92.72419738769531,181
14.272113800048828,103.15292358398438,182
14.44914722442627,87.32866668701172,183
13.80565357208252,84.7948226928711,184
13.762751579284668,81.19749450683594,185
14.022038459777832,78.7696304321289,186
13.907958030700684,76.12094116210938,187
13.828967094421387,78.70718383789062,188
14.083466529846191,91.64277648925781,189
13.72902774810791,80.83251953125,190
13.985883712768555,78.48292541503906,191
